image1,image2,score
I0130_04_02.png,I0130_05_02.png,3.625018315
I0282_01_04.png,I0282_01_06.png,7.223567659
I0658_07_01.png,I0658_07_02.png,3.878134552
I0606_01_01.png,I0606_07_02.png,3.368922482
I0847_02_01.png,I0847_03_01.png,4.079750929
I0924_03_02.png,I0924_05_01.png,5.641194832
I0195_01_01.png,I0195_07_01.png,2.126796746
I0602_03_01.png,I0602_06_01.png,4.116558739
I0344_01_03.png,I0344_01_05.png,4.443471479
I0178_01_02.png,I0178_01_06.png,5.094345832
I0749_07_01.png,I0749_07_02.png,3.12009147
I0534_01_04.png,I0534_01_05.png,6.570152112
I0847_03_02.png,I0847_06_01.png,4.123162041
I0565_04_01.png,I0565_06_01.png,2.536862178
I0795_03_01.png,I0795_04_02.png,5.04249094
I0930_03_01.png,I0930_04_02.png,6.263594657
I0398_01_02.png,I0398_01_03.png,3.32149367
I0606_01_01.png,I0606_01_06.png,4.024399772
I0435_01_03.png,I0435_01_06.png,2.926511297
I0246_01_01.png,I0246_01_04.png,3.323205352
I0423_01_03.png,I0423_01_05.png,2.613472242
I0132_01_02.png,I0132_01_06.png,11.04996755
I0443_04_01.png,I0443_06_01.png,2.471556338
I0462_01_02.png,I0462_01_03.png,3.258652895
I0291_02_01.png,I0291_03_02.png,5.995715607
I0429_01_01.png,I0429_04_02.png,8.103275127
I0591_04_01.png,I0591_04_02.png,5.827347793
I0306_01_01.png,I0306_06_01.png,2.401039938
I0819_01_01.png,I0819_06_01.png,2.711430079
I0809_05_02.png,I0809_06_01.png,3.464190971
I0392_03_01.png,I0392_05_02.png,4.4909522
I0350_02_01.png,I0350_05_01.png,4.560221824
I0951_04_02.png,I0951_05_02.png,3.89766139
I0277_03_02.png,I0277_05_01.png,5.165169049
I0389_02_02.png,I0389_05_01.png,4.270707912
I0651_03_01.png,I0651_05_02.png,5.429129889
I0276_01_04.png,I0276_01_06.png,9.392787608
I0982_03_02.png,I0982_05_02.png,5.90913826
I0072_03_01.png,I0072_05_01.png,4.325596917
I0504_01_02.png,I0504_01_05.png,2.315880484
I0731_04_02.png,I0731_06_01.png,6.407771206
I0356_02_01.png,I0356_03_02.png,5.786301318
I0993_02_02.png,I0993_03_01.png,6.349347123
I0991_07_01.png,I0991_07_02.png,4.234787558
I0416_02_01.png,I0416_05_02.png,7.092533427
I0389_01_01.png,I0389_05_01.png,4.351318647
I0303_01_01.png,I0303_01_02.png,2.957741222
I0056_07_01.png,I0056_07_02.png,2.504272579
I0035_03_01.png,I0035_04_02.png,6.881672291
I0471_01_05.png,I0471_01_06.png,2.820495302
I0656_01_03.png,I0656_01_05.png,3.714273927
I0828_03_01.png,I0828_04_02.png,6.595986968
I0117_04_01.png,I0117_06_01.png,2.38347237
I0434_01_01.png,I0434_05_01.png,3.614685044
I0169_04_02.png,I0169_05_01.png,4.155882081
I0911_03_02.png,I0911_05_02.png,3.113938466
I0073_01_05.png,I0073_01_06.png,3.451088302
I0347_01_01.png,I0347_03_02.png,5.512247456
I0307_01_02.png,I0307_01_06.png,4.282052594
I0094_02_01.png,I0094_04_02.png,6.823553741
I0172_02_01.png,I0172_06_01.png,3.8267146
I0074_01_02.png,I0074_01_06.png,3.029343778
I0288_01_01.png,I0288_07_01.png,1.779177449
I0173_02_01.png,I0173_05_01.png,6.55069384
I0560_01_05.png,I0560_01_06.png,3.323174807
I0009_01_05.png,I0009_01_06.png,7.172826267
I0566_01_05.png,I0566_01_06.png,2.83010519
I0899_02_01.png,I0899_02_02.png,2.4202614
I0658_01_02.png,I0658_01_06.png,3.14142235
I0986_01_01.png,I0986_07_01.png,2.286363779
I0061_03_01.png,I0061_03_02.png,6.719904916
I0642_07_01.png,I0642_07_02.png,5.104522321
I0701_02_01.png,I0701_05_02.png,3.872446353
I0558_03_02.png,I0558_04_02.png,7.90172774
I0049_01_05.png,I0049_01_06.png,4.533052966
I0221_02_02.png,I0221_05_02.png,4.818993049
I0379_01_03.png,I0379_01_06.png,2.931449355
I0209_05_02.png,I0209_06_01.png,3.279146504
I0388_02_01.png,I0388_02_02.png,3.376083002
I0066_01_05.png,I0066_01_06.png,4.79238108
I0385_02_01.png,I0385_02_02.png,3.199385666
I0308_01_04.png,I0308_01_05.png,3.049265939
I0289_01_02.png,I0289_01_04.png,4.868396729
I0389_01_03.png,I0389_01_04.png,8.575191259
I0967_01_01.png,I0967_06_01.png,2.486015725
I0083_01_01.png,I0083_01_02.png,1.797701088
I0004_02_02.png,I0004_05_02.png,7.079009384
I0069_03_02.png,I0069_05_02.png,4.115091331
I0923_04_02.png,I0923_05_01.png,6.221786465
I0559_02_02.png,I0559_03_01.png,6.74790895
I0948_02_01.png,I0948_04_02.png,6.039330514
I0502_02_01.png,I0502_05_02.png,4.2924519
I0552_01_03.png,I0552_01_06.png,3.968052479
I0003_01_05.png,I0003_01_06.png,3.460789957
I0404_01_01.png,I0404_05_01.png,6.444667456
I0299_01_01.png,I0299_07_01.png,3.402566731
I0150_04_01.png,I0150_05_02.png,2.411299443
I0647_01_03.png,I0647_01_05.png,4.843717906
I0274_03_01.png,I0274_05_01.png,6.889084143
I0003_03_01.png,I0003_06_01.png,5.295961074
I0237_01_01.png,I0237_01_02.png,6.996482113
I0592_07_01.png,I0592_07_02.png,3.147329811
I0441_03_02.png,I0441_05_02.png,3.171978136
I0155_01_04.png,I0155_01_06.png,8.2256391
I0464_03_01.png,I0464_03_02.png,5.126102877
I0807_04_01.png,I0807_04_02.png,9.300612233
I0155_01_02.png,I0155_01_03.png,6.679675969
I0950_01_01.png,I0950_07_02.png,3.741179787
I0472_05_01.png,I0472_05_02.png,4.623430137
I0809_03_01.png,I0809_03_02.png,4.577543552
I0145_01_02.png,I0145_01_03.png,4.547261501
I0597_02_01.png,I0597_02_02.png,3.552238665
I0975_02_02.png,I0975_05_02.png,6.25443714
I0015_02_02.png,I0015_05_02.png,7.966558854
I0289_01_01.png,I0289_01_06.png,11.04042482
I0050_01_04.png,I0050_01_06.png,5.081228051
I0031_02_02.png,I0031_05_02.png,9.138236126
I0288_01_02.png,I0288_01_05.png,3.421937188
I0072_01_01.png,I0072_03_02.png,3.11039949
I0601_01_01.png,I0601_07_01.png,3.342204143
I0661_02_01.png,I0661_02_02.png,4.243262221
I0235_02_01.png,I0235_04_02.png,6.494892097
I0982_07_01.png,I0982_07_02.png,3.82830113
I0212_02_01.png,I0212_06_01.png,5.151712795
I0334_03_01.png,I0334_04_02.png,4.664407156
I0018_01_01.png,I0018_02_02.png,7.149313229
I0136_01_01.png,I0136_02_02.png,5.368667146
I0409_01_03.png,I0409_01_06.png,7.548791421
I0736_07_01.png,I0736_07_02.png,2.992439277
I0702_01_01.png,I0702_05_01.png,3.067425425
I0861_03_02.png,I0861_05_01.png,5.593661289
I0887_02_01.png,I0887_03_01.png,3.842058645
I0629_03_02.png,I0629_04_01.png,3.540743032
I0654_01_01.png,I0654_01_03.png,5.054833676
I0626_01_02.png,I0626_01_04.png,8.831333659
I0820_01_01.png,I0820_04_01.png,2.551528786
I0001_01_01.png,I0001_01_04.png,4.590643647
I0553_01_02.png,I0553_01_04.png,3.892347484
I0883_04_01.png,I0883_05_02.png,4.333860687
I0768_01_01.png,I0768_07_02.png,2.476779143
I0098_01_01.png,I0098_01_03.png,3.910474452
I0031_01_01.png,I0031_01_05.png,3.614246335
I0134_01_03.png,I0134_01_06.png,5.444611087
I0666_02_02.png,I0666_06_01.png,5.522569313
I0518_01_01.png,I0518_03_02.png,4.450244018
I0293_01_03.png,I0293_01_04.png,5.855122631
I0032_02_02.png,I0032_06_01.png,6.640275474
I0683_01_01.png,I0683_02_02.png,2.388238937
I0064_03_02.png,I0064_04_01.png,4.091692815
I0802_02_02.png,I0802_03_01.png,3.220617835
I0625_01_01.png,I0625_01_02.png,3.888295677
I0639_01_01.png,I0639_05_02.png,2.979536478
I0605_01_02.png,I0605_01_03.png,2.993933743
I0065_01_04.png,I0065_01_06.png,5.284060504
I0228_01_01.png,I0228_01_05.png,3.564252146
I0383_01_02.png,I0383_01_04.png,4.405232729
I0150_01_03.png,I0150_01_06.png,3.062047419
I0615_04_01.png,I0615_06_01.png,3.925735385
I0772_03_02.png,I0772_04_02.png,7.07765581
I0884_03_02.png,I0884_06_01.png,3.134349862
I0228_05_02.png,I0228_06_01.png,5.770903108
I0995_02_02.png,I0995_03_01.png,2.744456761
I0759_04_01.png,I0759_04_02.png,9.99584267
I0861_02_02.png,I0861_05_02.png,8.882541099
I0261_01_04.png,I0261_01_06.png,4.901709063
I0378_01_03.png,I0378_01_04.png,2.719633071
I0062_04_01.png,I0062_04_02.png,8.384389865
I0694_01_01.png,I0694_02_01.png,2.350163211
I0065_03_01.png,I0065_06_01.png,3.735127401
I0416_01_03.png,I0416_01_06.png,8.166071896
I0985_03_01.png,I0985_03_02.png,1.858872187
I0186_05_01.png,I0186_06_01.png,6.564050473
I0834_05_01.png,I0834_06_01.png,4.924152917
I0809_01_01.png,I0809_07_02.png,3.902829756
I0155_01_01.png,I0155_01_05.png,4.673724596
I0725_04_01.png,I0725_05_01.png,5.051557584
I0362_02_01.png,I0362_02_02.png,7.253674541
I0514_01_04.png,I0514_01_05.png,5.920169138
I0922_01_01.png,I0922_04_02.png,5.636454468
I0050_01_01.png,I0050_06_01.png,1.744062259
I0305_04_01.png,I0305_06_01.png,2.952763117
I0922_02_01.png,I0922_04_02.png,5.546579623
I0306_04_02.png,I0306_05_01.png,8.007161513
I0265_01_03.png,I0265_01_06.png,2.543419851
I0632_01_04.png,I0632_01_05.png,3.322417163
I0968_03_01.png,I0968_04_01.png,4.285956343
I0035_01_02.png,I0035_01_04.png,8.48083692
I0802_01_01.png,I0802_06_01.png,2.021273815
I0662_01_01.png,I0662_01_02.png,2.855317049
I0646_03_01.png,I0646_05_02.png,3.346582617
I0172_01_01.png,I0172_01_02.png,8.935584197
I0378_07_01.png,I0378_07_02.png,3.445283275
I0177_04_01.png,I0177_05_01.png,3.949629986
I0095_07_01.png,I0095_07_02.png,6.717066772
I0114_01_01.png,I0114_03_02.png,3.679021859
I0249_04_01.png,I0249_04_02.png,10.41323485
I0484_01_01.png,I0484_01_03.png,5.471167901
I0287_02_02.png,I0287_05_02.png,6.84539995
I0389_05_02.png,I0389_06_01.png,7.262476654
I0951_02_01.png,I0951_03_01.png,4.250605755
I0447_01_01.png,I0447_05_01.png,7.413303875
I0202_01_03.png,I0202_01_04.png,3.355537859
I0157_01_03.png,I0157_01_06.png,4.419019333
I0583_03_01.png,I0583_06_01.png,5.196913985
I0323_01_03.png,I0323_01_04.png,4.78193955
I0258_03_01.png,I0258_04_01.png,5.446310191
I0601_02_01.png,I0601_04_02.png,5.763914496
I0059_02_01.png,I0059_03_01.png,3.496600168
I0236_01_01.png,I0236_01_06.png,9.757936841
I0658_01_03.png,I0658_01_04.png,6.391528114
I0641_01_01.png,I0641_07_01.png,3.425842962
I0409_02_01.png,I0409_02_02.png,6.426130032
I0419_03_02.png,I0419_04_01.png,3.547271447
I0786_02_02.png,I0786_06_01.png,3.931024549
I0512_01_01.png,I0512_01_04.png,2.882649498
I0648_03_02.png,I0648_04_02.png,7.201639779
I0222_04_01.png,I0222_06_01.png,4.289873622
I0741_05_01.png,I0741_06_01.png,7.301752169
I0776_05_01.png,I0776_06_01.png,7.543160635
I0360_02_02.png,I0360_04_01.png,3.499339421
I0371_02_02.png,I0371_06_01.png,4.421701437
I0356_01_02.png,I0356_01_04.png,3.152019481
I0744_02_02.png,I0744_03_02.png,6.488802018
I0313_04_02.png,I0313_05_01.png,8.520310447
I0437_01_01.png,I0437_05_01.png,6.039184366
I0135_04_01.png,I0135_05_02.png,4.481257708
I0325_01_01.png,I0325_04_01.png,6.206509957
I0489_01_01.png,I0489_01_03.png,2.563143842
I0662_01_03.png,I0662_01_04.png,5.311582772
I0652_01_02.png,I0652_01_04.png,4.356613713
I0331_01_01.png,I0331_01_04.png,3.332183163
I0056_03_01.png,I0056_03_02.png,4.206240827
I0225_01_01.png,I0225_07_01.png,1.931062407
I0121_01_03.png,I0121_01_04.png,4.403344363
I0525_01_01.png,I0525_07_01.png,3.257931706
I0072_02_02.png,I0072_05_02.png,5.719452129
I0383_04_01.png,I0383_06_01.png,4.113078073
I0727_05_01.png,I0727_05_02.png,7.412611709
I0789_01_01.png,I0789_05_02.png,2.83903588
I0437_01_02.png,I0437_01_04.png,4.686684911
I0054_01_03.png,I0054_01_05.png,2.95041264
I0370_01_01.png,I0370_01_06.png,3.806226698
I0156_05_02.png,I0156_06_01.png,2.882414218
I0783_04_01.png,I0783_05_02.png,4.474149814
I0074_02_01.png,I0074_06_01.png,4.435625593
I0655_01_05.png,I0655_01_06.png,4.6611149
I0119_03_02.png,I0119_04_02.png,7.02843109
I0459_01_03.png,I0459_01_06.png,3.729458638
I0766_01_01.png,I0766_07_01.png,1.741149775
I0069_01_04.png,I0069_01_05.png,3.76279305
I0404_02_01.png,I0404_06_01.png,3.675789894
I0095_01_01.png,I0095_01_03.png,4.746725926
I0270_04_02.png,I0270_05_01.png,4.428764205
I0510_01_02.png,I0510_01_03.png,4.217802537
I0778_05_01.png,I0778_05_02.png,4.378452644
I0760_04_02.png,I0760_05_01.png,9.198587871
I0215_01_01.png,I0215_01_05.png,5.831138606
I0361_04_01.png,I0361_05_02.png,3.140370471
I0478_01_02.png,I0478_01_04.png,4.761470248
I0033_01_02.png,I0033_01_06.png,5.501335822
I0882_02_02.png,I0882_06_01.png,6.700747232
I0372_02_01.png,I0372_05_02.png,6.626077571
I0427_01_01.png,I0427_01_05.png,2.995043064
I0503_01_04.png,I0503_01_05.png,6.203423161
I0029_04_01.png,I0029_06_01.png,2.810660635
I0672_05_02.png,I0672_06_01.png,6.309125077
I0058_01_01.png,I0058_01_02.png,2.180933427
I0950_03_01.png,I0950_05_01.png,5.107294736
I0184_03_01.png,I0184_03_02.png,6.299787498
I0154_03_02.png,I0154_04_01.png,5.744404843
I0863_01_01.png,I0863_03_02.png,2.7850629
I0874_03_02.png,I0874_04_01.png,4.673013146
I0180_01_01.png,I0180_01_02.png,3.002117496
I0035_01_03.png,I0035_01_05.png,4.770644272
I0222_01_01.png,I0222_07_02.png,5.346634908
I0643_01_01.png,I0643_01_02.png,3.58886852
I0073_02_02.png,I0073_03_02.png,5.225177256
I0459_03_01.png,I0459_04_01.png,2.227647165
I0240_01_03.png,I0240_01_05.png,3.1646158
I0429_02_02.png,I0429_03_01.png,6.463899741
I0009_03_02.png,I0009_04_02.png,8.011002129
I0625_04_01.png,I0625_05_02.png,2.829513905
I0343_01_04.png,I0343_01_05.png,2.797239673
I0660_05_02.png,I0660_06_01.png,3.170059619
I0426_01_03.png,I0426_01_04.png,5.24990912
I0565_01_01.png,I0565_02_01.png,3.763048191
I0229_01_01.png,I0229_01_03.png,2.065551539
I0462_02_02.png,I0462_03_02.png,5.763206455
I0408_03_01.png,I0408_04_02.png,7.743704949
I0515_01_01.png,I0515_01_04.png,3.657120267
I0394_03_02.png,I0394_05_01.png,8.172444945
I0779_01_01.png,I0779_06_01.png,2.697476872
I0390_01_01.png,I0390_07_01.png,3.296640298
I0400_01_02.png,I0400_01_04.png,2.856792562
I0633_03_01.png,I0633_03_02.png,2.804637985
I0646_05_01.png,I0646_06_01.png,3.220667147
I0545_01_03.png,I0545_01_04.png,7.497441308
I0507_03_01.png,I0507_03_02.png,4.537955165
I0923_01_01.png,I0923_07_02.png,3.300545805
I0101_07_01.png,I0101_07_02.png,5.24025299
I0304_01_04.png,I0304_01_06.png,9.193169939
I0683_05_01.png,I0683_06_01.png,5.876867767
I0520_01_01.png,I0520_07_02.png,6.690100647
I0901_02_01.png,I0901_06_01.png,3.000200497
I0866_02_01.png,I0866_02_02.png,6.411498513
I0304_01_05.png,I0304_01_06.png,5.338725833
I0626_05_01.png,I0626_06_01.png,4.4007422
I0356_01_01.png,I0356_05_01.png,6.317556825
I0741_02_02.png,I0741_04_02.png,4.774644037
I0453_02_01.png,I0453_02_02.png,3.828205592
I0433_03_02.png,I0433_04_02.png,8.20637953
I0633_01_03.png,I0633_01_04.png,2.719476775
I0870_05_01.png,I0870_06_01.png,5.02989128
I0274_01_03.png,I0274_01_06.png,3.119115077
I0786_03_01.png,I0786_03_02.png,3.073682293
I0424_04_01.png,I0424_04_02.png,4.120851335
I0136_01_02.png,I0136_01_06.png,6.276163216
I0285_02_02.png,I0285_05_01.png,9.796992585
I0659_01_02.png,I0659_01_04.png,7.409191406
I0590_03_01.png,I0590_04_01.png,3.95727277
I0397_01_02.png,I0397_01_05.png,5.488020273
I0365_02_01.png,I0365_06_01.png,4.603729848
I0167_02_02.png,I0167_03_02.png,1.579200578
I0249_02_01.png,I0249_04_01.png,8.049683959
I0833_03_02.png,I0833_05_02.png,6.198711196
I0408_05_01.png,I0408_06_01.png,6.596968103
I0258_01_01.png,I0258_03_01.png,4.556550111
I0349_01_03.png,I0349_01_05.png,2.022382926
I0490_02_02.png,I0490_06_01.png,6.261176414
I0283_04_01.png,I0283_05_02.png,5.708986433
I0708_01_01.png,I0708_02_01.png,4.062196704
I0154_02_02.png,I0154_05_01.png,7.669450687
I0212_01_03.png,I0212_01_04.png,2.164522031
I0164_07_01.png,I0164_07_02.png,3.193414503
I0265_01_05.png,I0265_01_06.png,2.481935415
I0756_02_01.png,I0756_03_01.png,5.419786907
I0424_01_01.png,I0424_01_05.png,4.170225947
I0487_01_02.png,I0487_01_04.png,3.725787528
I0500_01_01.png,I0500_06_01.png,2.959556883
I0480_03_01.png,I0480_03_02.png,4.116548035
I0039_01_01.png,I0039_04_01.png,6.351628488
I0207_01_01.png,I0207_01_03.png,3.940395743
I0358_01_01.png,I0358_03_02.png,3.272976629
I0158_01_01.png,I0158_02_01.png,2.210928611
I0563_02_02.png,I0563_04_01.png,5.850741634
I0500_07_01.png,I0500_07_02.png,5.329857021
I0518_01_01.png,I0518_01_05.png,5.904950743
I0537_01_01.png,I0537_03_02.png,6.217008924
I0371_02_01.png,I0371_04_01.png,6.185579899
I0096_03_01.png,I0096_04_02.png,6.564968971
I0040_02_01.png,I0040_03_02.png,5.621531681
I0218_01_02.png,I0218_01_03.png,4.471781156
I0885_02_01.png,I0885_04_02.png,5.465310982
I0528_01_01.png,I0528_03_01.png,4.105408027
I0123_01_04.png,I0123_01_06.png,8.020806929
I0533_03_02.png,I0533_04_02.png,7.785445068
I0098_01_03.png,I0098_01_04.png,4.360731344
I0191_01_04.png,I0191_01_05.png,8.233825498
I0434_01_01.png,I0434_02_02.png,4.918943324
I0440_01_02.png,I0440_01_04.png,4.181065643
I0369_02_02.png,I0369_05_02.png,4.949811934
I0006_03_01.png,I0006_06_01.png,4.821900149
I0013_03_01.png,I0013_03_02.png,5.095174224
I0207_01_03.png,I0207_01_05.png,4.147465128
I0016_04_02.png,I0016_05_01.png,9.301649545
I0636_01_01.png,I0636_07_02.png,3.866307437
I0911_05_02.png,I0911_06_01.png,2.890469837
I0353_02_01.png,I0353_02_02.png,6.803373383
I0305_02_02.png,I0305_06_01.png,6.756554202
I0150_02_02.png,I0150_04_01.png,5.462066409
I0813_01_01.png,I0813_04_01.png,3.224093894
I0435_01_02.png,I0435_01_05.png,5.175157804
I0102_01_01.png,I0102_03_02.png,3.966945089
I0552_01_03.png,I0552_01_05.png,2.55108445
I0401_01_05.png,I0401_01_06.png,5.230345336
I0512_01_01.png,I0512_03_02.png,3.382581705
I0409_03_01.png,I0409_05_02.png,2.976089422
I0409_01_01.png,I0409_01_06.png,6.875671193
I0628_01_02.png,I0628_01_06.png,4.108155041
I0627_01_02.png,I0627_01_06.png,3.458879537
I0274_01_04.png,I0274_01_06.png,5.092088326
I0906_01_01.png,I0906_07_02.png,2.064112517
I0590_07_01.png,I0590_07_02.png,4.173923796
I0388_07_01.png,I0388_07_02.png,3.421175475
I0429_01_04.png,I0429_01_05.png,2.498692133
I0059_02_02.png,I0059_04_01.png,4.604296045
I1000_01_01.png,I1000_06_01.png,2.503498166
I0436_02_02.png,I0436_03_02.png,5.293406977
I0514_01_01.png,I0514_01_04.png,5.348363777
I0669_03_02.png,I0669_06_01.png,3.127684994
I0629_01_01.png,I0629_02_01.png,3.066674102
I0523_01_01.png,I0523_01_06.png,6.33117987
I0783_01_01.png,I0783_04_01.png,3.869495988
I0694_01_01.png,I0694_04_02.png,4.131909283
I0582_01_03.png,I0582_01_04.png,7.224242664
I0040_01_01.png,I0040_07_02.png,2.580196604
I0500_01_01.png,I0500_04_01.png,3.965731553
I0717_03_02.png,I0717_04_01.png,4.566287148
I0837_02_02.png,I0837_06_01.png,3.574505233
I0239_03_01.png,I0239_05_01.png,6.861306083
I0293_02_02.png,I0293_03_02.png,8.564489714
I0124_01_03.png,I0124_01_04.png,2.698351415
I0385_03_01.png,I0385_05_01.png,3.187033938
I0306_03_01.png,I0306_04_01.png,4.284415602
I0086_01_01.png,I0086_02_01.png,3.963588529
I0365_01_01.png,I0365_01_05.png,2.430858992
I0489_02_02.png,I0489_06_01.png,6.300915113
I0564_01_01.png,I0564_01_02.png,4.371801897
I0713_01_01.png,I0713_02_01.png,2.650691758
I0325_01_05.png,I0325_01_06.png,4.652701369
I0337_01_03.png,I0337_01_05.png,3.56968705
